hotel_name,score,n_reviews,total_price,category,city_center_dist,neighborhood,free_cancellation,price_per_night
Speronari Suites,9.3,592,416,Hotel,0.2,Milano Centro,True,416.0
Galleria Vik Milano,8.4,475,2021,Hotel,0.1,Milano Centro,True,2021.0
Mio Hostel,7.1,6523,103,Other,4.5,Città Studi,False,103.0
Sina The Gray,8.2,364,847,Hotel,0.2,Milano Centro,False,847.0
HD8 Hotel Milano,8.4,224,254,Hotel,2.5,Stazione Centrale,False,254.0
Acca Palace,8.5,1778,150,Hotel,5.3,Niguarda,False,150.0
Plus Welcome Milano,8.4,1763,169,Hotel,3.6,Famagosta,True,169.0
Hotel Ariston,8.0,1367,233,Hotel,0.7,Milano Centro,False,233.0
Hotel Villa Giovanna Milano,9.5,38,171,Hotel,2.7,Fiera Milano City,False,171.0
Biocity,8.8,1293,216,Hotel,3.4,Stazione Centrale,True,216.0
B&B Best Hostel Milano,8.5,1007,94,Bed&Breakfast,3.3,Viale Monza,False,94.0
Starhotels Tourist,8.6,1975,160,Hotel,7.2,Bicocca - Zara,False,160.0
Best Western Madison Hotel,8.4,1154,236,Hotel,2.8,Stazione Centrale,False,236.0
Hotel Bel Sit,7.7,883,114,Hotel,4.8,Certosa,False,114.0
Hotel Demo',7.1,2528,162,Hotel,2.9,Stazione Centrale,True,162.0
Il Giramondo,6.5,458,94,Hotel,2.5,Stazione Centrale,True,94.0
Hotel Brivio,7.4,875,94,Hotel,4.6,Niguarda,False,94.0
Starhotels Business Palace,8.1,3690,170,Hotel,4.5,Ripamonti Corvetto,False,170.0
BB Hotels Aparthotel Isola,8.8,1364,188,Apartment,3.0,Stazione Garibaldi,True,188.0
Milan Retreats Duomo,8.8,270,247,Apartment,0.1,Milano Centro,False,247.0
Hotel Cavour,8.6,2249,402,Hotel,1.0,Milano Centro,True,402.0
Central Hostel Milano,7.1,779,85,Hotel,3.1,Stazione Centrale,True,85.0
Hotel Losanna,8.5,408,191,Hotel,3.1,Sempione,False,191.0
UNAHOTELS Cusani Milano,8.5,1729,439,Hotel,0.6,Milano Centro,True,439.0
BB Hotels Aparthotel Desuite,8.8,1328,138,Apartment,3.5,Viale Monza,True,138.0
Hi! Ostello Milano,6.6,185,80,Hotel,4.3,San Siro,False,80.0
